category_code,service_code,display_name
SOFTWARE_SOLUTIONS,HOSPITAL_MANAGEMENT_SOFTWARE,Hospital Management Software
SOFTWARE_SOLUTIONS,PAYROLL_SOFTWARE_DEVELOPMENT,Payroll Software
SOFTWARE_SOLUTIONS,ACCOUNTING_SOFTWARE_SETUP,Accounting Software Setup
SOFTWARE_SOLUTIONS,DATABASE_DESIGN_AND_DEVELOPMENT,Database Design & Development
SOFTWARE_SOLUTIONS,API_DEVELOPMENT,API Development & Integration
SOFTWARE_SOLUTIONS,CLOUD_MIGRATION_SERVICE,Cloud Migration
SOFTWARE_SOLUTIONS,DEVOPS_CONSULTING,DevOps & Deployment Consulting
SOFTWARE_SOLUTIONS,UI_UX_DESIGN_SERVICE,UI/UX Design
SOFTWARE_SOLUTIONS,DIGITAL_MARKETING_SETUP,Digital Marketing Setup
SOFTWARE_SOLUTIONS,SEO_SERVICE,SEO / Search Optimization
SOFTWARE_SOLUTIONS,SOCIAL_MEDIA_MANAGEMENT,Social Media Management
SOFTWARE_SOLUTIONS,CHATBOT_DEVELOPMENT,Chatbot Development
SOFTWARE_SOLUTIONS,MACHINE_LEARNING_MODEL_DEVELOPMENT,Machine Learning / AI Development
SOFTWARE_SOLUTIONS,DATA_ANALYTICS_CONSULTING,Data Analytics & Reporting
SOFTWARE_SOLUTIONS,BUSINESS_INTELLIGENCE_DASHBOARD,Business Intelligence Dashboard
SOFTWARE_SOLUTIONS,QA_AND_SOFTWARE_TESTING,Software Testing / QA
SOFTWARE_SOLUTIONS,SOFTWARE_MAINTENANCE_AND_SUPPORT,Software Maintenance & Support
SOFTWARE_SOLUTIONS,LEGACY_SYSTEM_MODERNIZATION,Legacy Software Modernization
SOFTWARE_SOLUTIONS,WORDPRESS_WEBSITE_DEVELOPMENT,WordPress Website
SOFTWARE_SOLUTIONS,SHOPIFY_STORE_SETUP,Shopify Store Setup
SOFTWARE_SOLUTIONS,SAAS_PRODUCT_DEVELOPMENT,SaaS Product Development
SOFTWARE_SOLUTIONS,PAYMENT_GATEWAY_INTEGRATION,Payment Gateway Integration
SOFTWARE_SOLUTIONS,THIRD_PARTY_API_INTEGRATION,Third-Party API Integration
SOFTWARE_SOLUTIONS,SOFTWARE_SECURITY_AUDIT,Software Security Audit
SOFTWARE_SOLUTIONS,PENETRATION_TESTING_SERVICE,Penetration Testing
SOFTWARE_SOLUTIONS,IT_CONSULTING_FOR_STARTUPS,IT Consulting for Startups
SOFTWARE_SOLUTIONS,AUTOMATION_SCRIPT_DEVELOPMENT,Business Process Automation
SOFTWARE_SOLUTIONS,EXCEL_MACRO_DEVELOPMENT,Excel / VBA Automation
SOFTWARE_SOLUTIONS,CUSTOM_CRM_DEVELOPMENT,Custom CRM Development
HARDWARE_SHOP,HAND_TOOLS_SUPPLY,Hand Tools Supply
HARDWARE_SHOP,POWER_TOOLS_SUPPLY,Power Tools Supply
HARDWARE_SHOP,NUTS_AND_BOLTS_SUPPLY,Nuts and Bolts Supply
HARDWARE_SHOP,NAILS_AND_SCREWS_SUPPLY,Nails and Screws Supply
HARDWARE_SHOP,PLUMBING_FITTINGS_SUPPLY,Plumbing Fittings Supply
HARDWARE_SHOP,ELECTRICAL_FITTINGS_SUPPLY,Electrical Fittings Supply
HARDWARE_SHOP,PAINT_AND_BRUSHES_SUPPLY,Paint and Brushes Supply
HARDWARE_SHOP,DOOR_LOCKS_SUPPLY,Door Locks Supply
HARDWARE_SHOP,CABINET_HARDWARE_SUPPLY,Cabinet Hardware Supply
HARDWARE_SHOP,PIPE_FITTINGS_SUPPLY,Pipe Fittings Supply
HARDWARE_SHOP,WIRE_MESH_SUPPLY,Wire Mesh Supply
HARDWARE_SHOP,ADHESIVES_AND_SEALANTS_SUPPLY,Adhesives and Sealants Supply
HARDWARE_SHOP,SAFETY_EQUIPMENT_SUPPLY,Safety Equipment Supply
HARDWARE_SHOP,MEASURING_TOOLS_SUPPLY,Measuring Tools Supply
HARDWARE_SHOP,LADDERS_SUPPLY,Ladders Supply
HARDWARE_SHOP,GARDEN_TOOLS_SUPPLY,Garden Tools Supply
HARDWARE_SHOP,WELDING_EQUIPMENT_SUPPLY,Welding Equipment Supply
HARDWARE_SHOP,CUTTING_TOOLS_SUPPLY,Cutting Tools Supply
HARDWARE_SHOP,FASTENERS_SUPPLY,Fasteners Supply
HARDWARE_SHOP,CONSTRUCTION_HARDWARE_SUPPLY,Construction Hardware Supply
GROCERY,FRUITS_AND_VEGETABLES_SUPPLY,Fruits and Vegetables Supply
GROCERY,DAIRY_PRODUCTS_SUPPLY,Dairy Products Supply
GROCERY,GRAINS_AND_PULSES_SUPPLY,Grains and Pulses Supply
GROCERY,COOKING_OIL_SUPPLY,Cooking Oil Supply
GROCERY,SPICES_AND_MASALA_SUPPLY,Spices and Masala Supply
GROCERY,PACKAGED_SNACKS_SUPPLY,Packaged Snacks Supply
GROCERY,BAKERY_ITEMS_SUPPLY,Bakery Items Supply
GROCERY,BEVERAGES_SUPPLY,Beverages Supply
GROCERY,HOUSEHOLD_CLEANING_SUPPLIES,Household Cleaning Supplies
GROCERY,PERSONAL_CARE_PRODUCTS_SUPPLY,Personal Care Products Supply
GROCERY,FROZEN_FOOD_SUPPLY,Frozen Food Supply
GROCERY,DRY_FRUITS_SUPPLY,Dry Fruits Supply
GROCERY,BULK_GROCERY_ORDER_SUPPLY,Bulk Grocery Order Supply
GROCERY,ORGANIC_PRODUCE_SUPPLY,Organic Produce Supply
GROCERY,READY_TO_EAT_FOOD_SUPPLY,Ready to Eat Food Supply
MEDICAL_SUPPLIES,PRESCRIPTION_MEDICINE_SUPPLY,Prescription Medicine Supply
MEDICAL_SUPPLIES,OTC_MEDICINE_SUPPLY,OTC Medicine Supply
MEDICAL_SUPPLIES,SURGICAL_EQUIPMENT_SUPPLY,Surgical Equipment Supply
MEDICAL_SUPPLIES,WHEELCHAIR_RENTAL,Wheelchair Rental
MEDICAL_SUPPLIES,HOSPITAL_BED_RENTAL,Hospital Bed Rental
MEDICAL_SUPPLIES,OXYGEN_CONCENTRATOR_RENTAL,Oxygen Concentrator Rental
MEDICAL_SUPPLIES,BP_MONITOR_SUPPLY,BP Monitor Supply
MEDICAL_SUPPLIES,GLUCOMETER_SUPPLY,Glucometer Supply
MEDICAL_SUPPLIES,NEBULIZER_SUPPLY,Nebulizer Supply
MEDICAL_SUPPLIES,FIRST_AID_KIT_SUPPLY,First Aid Kit Supply
MEDICAL_SUPPLIES,DIABETIC_CARE_PRODUCTS_SUPPLY,Diabetic Care Products Supply
MEDICAL_SUPPLIES,ELDERLY_CARE_PRODUCTS_SUPPLY,Elderly Care Products Supply
MEDICAL_SUPPLIES,BABY_CARE_MEDICAL_PRODUCTS,Baby Care Medical Products
MEDICAL_SUPPLIES,ORTHOPEDIC_SUPPORT_SUPPLY,Orthopedic Support Supply
MEDICAL_SUPPLIES,PPE_KIT_SUPPLY,PPE Kit Supply
HARDWARE,COMPUTER_HARDWARE_SALES,Computer Hardware Sales
HARDWARE,LAPTOP_SALES,Laptop Sales
HARDWARE,CCTV_CAMERA_SALES,CCTV Camera Sales
HARDWARE,NETWORKING_EQUIPMENT_SALES,Networking Equipment Sales
HARDWARE,PRINTER_SALES,Printer Sales
HARDWARE,MOBILE_ACCESSORIES_SALES,Mobile Accessories Sales
HARDWARE,STORAGE_DEVICES_SALES,Storage Devices Sales
HARDWARE,MONITOR_SALES,Monitor Sales
HARDWARE,KEYBOARD_MOUSE_SALES,Keyboard Mouse Sales
HARDWARE,SERVER_HARDWARE_SALES,Server Hardware Sales
HARDWARE,UPS_AND_INVERTER_SALES,UPS and Inverter Sales
HARDWARE,CABLE_AND_CONNECTOR_SALES,Cable and Connector Sales
HARDWARE,GAMING_HARDWARE_SALES,Gaming Hardware Sales
HARDWARE,REFURBISHED_ELECTRONICS_SALES,Refurbished Electronics Sales
HARDWARE,IT_PERIPHERAL_SALES,IT Peripheral Sales
